resp_id,wfh_expect,Job_Clerical or administrative support,"Job_Manufacturing, construction, maintenance, or farming","Job_Professional, managerial, or technical",Job_Sales or service,Workload_increased,Workload_decreased,Increased_productivity,Decreased_productivity,hhveh_harm,age,gender,Number_bedrooms,Race_white,Gradutae_degree,High_income(LessThan_100K),More_income(LMoreThan_35K)
4806,No,0,0,1,0,0,0,0,1,2,39,0,3,1,1,0,1
4807,Yes,0,0,1,0,0,0,0,0,2,30,1,3,1,1,0,1
4808,No,0,0,1,0,0,1,0,0,2,70,1,3,1,0,0,1
4810,No,0,0,1,0,0,0,0,0,2,49,0,3,1,1,0,1
4812,Yes,0,0,0,0,1,0,1,0,2,56,1,3,1,0,0,1
4816,No,0,0,1,0,0,0,0,0,3,60,0,4,1,1,0,0
4818,Yes,1,0,0,0,1,0,0,0,1,50,0,1,0,0,0,0
4819,Yes,0,0,0,1,0,0,0,0,2,68,0,4,1,1,0,1
4822,Yes,0,0,1,0,0,0,0,0,1,57,0,2,1,0,0,0
4823,Yes,0,0,0,1,0,1,0,1,2,52,0,3,1,0,0,1
4827,Yes,0,0,1,0,0,1,0,1,3,22,0,3,1,0,0,1
4830,No,0,0,0,1,1,0,0,0,2,57,0,0,1,0,0,0
4833,No,0,0,1,0,1,0,1,0,1,39,0,4,0,1,0,1
4844,No,0,1,0,0,0,0,1,0,2,69,1,3,1,0,0,0
4846,No,0,0,1,0,0,0,0,1,2,72,1,4,1,1,0,1
4848,No,0,0,1,0,0,0,0,0,2,65,0,3,1,1,0,0
4852,Yes,0,0,1,0,0,0,0,0,1,45,0,3,1,1,0,1
4853,No,1,0,0,0,1,0,0,0,1,70,0,3,1,0,1,0
4854,Yes,0,0,1,0,0,0,1,0,1,40,1,2,1,0,0,0
4861,No,0,0,1,0,0,0,0,0,2,55,0,4,1,0,0,0
4862,Yes,0,0,0,1,1,0,0,0,1,30,0,4,0,1,0,0
4867,No,0,1,0,0,0,0,0,0,1,68,0,2,1,0,1,0
4876,No,0,0,0,0,0,0,0,0,1,59,0,2,1,0,1,0
4884,Yes,0,0,1,0,0,0,0,1,1,50,1,1,1,0,0,1
4891,No,0,0,0,1,0,1,0,1,1,67,0,3,1,0,0,1
4900,No,0,0,0,0,0,0,0,0,1,30,1,3,1,0,1,0
4916,Yes,0,0,0,0,0,0,0,0,1,36,0,4,1,0,0,0
4918,No,0,0,0,1,0,0,1,0,2,52,1,3,1,0,0,1
4928,Yes,0,0,0,1,0,1,0,1,2,58,1,4,1,0,0,0
4930,Yes,0,0,0,1,0,0,1,0,2,62,1,3,1,1,0,1
4935,No,0,0,0,0,0,0,0,0,2,40,1,5,0,0,0,1
4940,No,0,0,1,0,0,0,0,0,2,65,0,5,1,0,0,0
4953,Yes,0,0,1,0,0,0,0,0,2,37,0,3,1,0,0,1
4956,No,0,0,0,1,0,1,0,1,2,57,0,3,0,0,0,0
4957,No,0,0,0,1,0,1,0,1,2,36,0,1,1,0,1,0
4960,No,0,0,1,0,0,1,0,0,3,49,0,4,1,1,0,1
4961,No,0,0,0,1,0,0,0,0,2,45,0,2,1,0,0,1
4965,No,0,0,0,1,0,1,0,1,2,50,0,2,1,0,0,0
4967,No,0,0,0,0,0,0,0,0,2,45,1,2,1,0,0,1
4978,No,0,0,1,0,0,0,0,0,1,57,0,3,1,0,0,0
4981,No,0,0,0,1,0,0,0,0,2,75,1,3,1,1,0,1
4989,Yes,0,0,1,0,0,0,1,0,2,37,1,5,1,0,0,1
4990,No,0,0,1,0,0,1,0,0,2,35,0,3,1,0,0,1
5010,Yes,0,0,0,1,0,0,0,0,1,46,0,2,0,0,0,0
5012,No,0,0,1,0,0,1,0,0,2,40,0,3,1,0,0,1
5028,No,0,0,0,0,0,0,0,0,3,46,0,2,1,0,0,1
5041,Yes,0,0,1,0,0,1,0,0,1,60,1,1,1,0,0,0
5044,Yes,0,0,0,0,0,0,0,0,1,32,1,2,1,0,0,0
5045,No,0,0,0,1,0,0,0,0,1,40,0,1,1,0,0,0
5048,No,0,0,0,1,0,1,0,1,1,62,1,2,1,0,0,0
5052,No,0,0,0,1,1,0,0,1,1,46,0,2,1,0,0,0
5055,Yes,0,0,0,1,1,0,1,0,2,40,1,4,1,1,0,1
5065,Yes,0,0,0,1,0,0,0,0,2,45,0,4,1,0,0,1
5068,Yes,0,0,1,0,0,0,0,1,2,46,1,5,1,0,0,1
5071,No,0,0,0,1,0,0,0,0,1,58,1,3,0,0,1,0
5072,No,0,0,0,1,0,0,0,0,1,54,0,1,1,1,1,0
5077,No,0,0,1,0,0,0,0,0,1,63,0,2,1,0,0,0
5079,No,0,0,1,0,0,0,0,0,3,41,0,3,0,1,0,0
5080,No,0,0,0,0,0,0,0,0,3,52,0,4,1,0,0,1
5085,Yes,0,0,1,0,0,0,1,0,2,38,1,4,1,0,0,1
5088,Yes,1,0,0,0,0,0,0,0,1,66,0,2,1,0,0,0
5093,Yes,0,0,0,1,0,1,0,1,1,57,0,3,1,0,0,0
5104,No,0,0,0,1,0,0,0,0,2,50,0,2,1,0,0,0
5138,No,0,0,0,1,1,0,0,0,2,42,0,3,1,0,0,0
5141,No,0,0,0,1,0,0,0,1,1,57,0,1,1,0,0,0
5143,Yes,0,1,0,0,0,1,0,0,2,35,1,2,1,1,0,1
5147,Yes,0,0,1,0,0,0,0,0,2,60,1,3,1,1,0,0
5150,Yes,0,0,0,1,0,0,0,0,2,45,1,5,1,0,0,1
5155,No,0,0,0,1,1,0,0,0,2,37,0,4,1,0,1,0
5161,No,0,0,1,0,1,0,1,0,1,68,0,5,1,0,0,0
5170,No,0,1,0,0,1,0,0,0,2,64,0,3,1,0,1,0
5171,No,0,0,0,1,0,1,0,0,1,50,1,3,1,0,0,0
5190,Yes,0,0,0,1,1,0,1,0,1,57,0,1,1,0,0,0
5203,No,0,0,1,0,0,1,0,1,2,43,1,2,0,0,0,0
5206,Yes,0,0,1,0,0,1,1,0,1,60,1,4,1,0,0,0
5222,Yes,0,0,1,0,0,1,0,0,2,37,1,3,1,1,0,1
5227,No,0,0,0,0,0,0,0,0,2,45,0,3,1,0,0,0
5231,Yes,0,0,1,0,0,0,0,0,2,68,1,2,1,0,0,0
5235,Yes,0,0,1,0,0,0,0,0,2,75,1,5,0,1,0,1
5237,Yes,0,0,0,1,0,1,0,0,2,49,1,5,0,0,0,0
5246,No,0,1,0,0,0,1,0,1,2,41,1,4,1,0,0,0
5248,No,0,0,1,0,0,1,0,1,1,53,0,1,1,1,1,0
5258,Yes,0,0,1,0,1,0,1,0,1,53,1,2,1,0,0,0
5260,No,0,0,0,1,0,1,0,1,3,45,0,4,1,0,0,0
5263,Yes,0,0,0,1,0,0,0,0,1,45,1,2,1,0,1,0
5268,No,0,0,1,0,0,0,0,0,2,66,0,2,1,0,0,0
5269,Yes,0,0,1,0,0,0,0,0,2,48,0,3,0,0,0,0
5278,No,0,0,0,1,0,1,0,1,1,71,0,3,1,1,0,0
5280,Yes,0,0,1,0,0,0,0,0,1,49,0,3,1,0,0,0
5293,No,0,0,0,0,0,0,0,0,2,69,1,2,1,0,0,0
5294,Yes,0,0,0,1,0,1,0,0,1,35,1,3,0,0,0,0
5295,No,1,0,0,0,0,0,0,0,1,51,0,3,1,0,1,0
5304,No,0,0,0,0,0,0,0,0,0,54,0,2,1,0,1,0
5309,Yes,1,0,0,0,1,0,1,0,1,47,1,2,1,0,0,0
5313,No,0,0,1,0,0,0,1,0,2,49,0,3,1,0,0,0
5318,Yes,0,0,1,0,0,0,0,0,0,35,1,3,1,1,0,1
5319,Yes,0,0,1,0,1,0,1,0,1,51,1,2,1,0,0,1
5322,Yes,0,0,0,1,0,1,0,1,2,37,1,2,1,1,0,1
5324,No,0,0,0,1,1,0,0,0,3,42,0,4,1,0,0,0
5329,No,0,1,0,0,0,0,0,1,4,35,1,4,1,0,0,1
5331,Yes,0,0,1,0,0,0,0,0,2,45,0,4,1,0,0,0
5332,No,0,0,0,1,0,1,0,1,2,63,1,3,1,0,0,0
5333,No,0,0,0,1,0,0,0,1,2,50,0,3,1,0,0,0
5340,No,0,0,1,0,1,0,0,0,1,36,1,2,1,0,0,0
5341,No,0,0,1,0,1,0,1,0,2,42,0,1,0,0,0,1
5342,No,0,0,0,0,0,0,0,0,2,68,0,2,1,0,1,0
5355,No,1,0,0,0,0,0,0,1,2,46,0,2,1,0,0,0
5357,No,0,0,1,0,0,0,0,1,3,32,0,4,1,1,0,1
5358,Yes,0,0,0,1,0,1,0,1,3,71,1,3,1,0,0,0
5366,Yes,0,0,1,0,1,0,0,1,1,39,0,2,1,0,0,1
5367,Yes,0,1,0,0,0,0,1,0,2,62,1,3,1,0,0,1
5371,No,0,0,0,1,0,1,0,1,2,32,0,3,1,1,0,1
5380,Yes,0,0,0,1,1,0,1,0,2,50,0,4,1,0,0,0
5386,Yes,0,0,0,0,0,0,0,0,2,29,0,4,0,0,0,0
5389,No,0,0,1,0,0,0,0,0,2,48,0,4,1,0,0,0
5395,No,0,0,1,0,1,0,1,0,1,50,0,3,1,1,0,0
5404,No,0,0,0,1,1,0,1,0,1,45,1,1,1,0,1,0
5406,Yes,0,0,0,0,1,0,0,0,1,35,0,1,0,1,0,1
5419,No,0,1,0,0,1,0,0,0,3,64,1,3,1,1,0,1
5423,Yes,0,0,0,1,1,0,0,0,1,35,1,2,0,0,1,0
5426,Yes,0,0,1,0,0,0,0,0,0,58,0,1,1,1,0,1
5428,No,0,1,0,0,0,1,0,1,0,65,1,2,1,0,1,0
5429,No,0,0,1,0,0,1,0,1,2,49,1,4,0,0,0,0
5434,No,0,0,0,1,0,0,0,0,1,69,0,4,1,0,0,0
5438,No,0,0,1,0,0,1,0,1,1,39,0,1,1,0,1,0
5447,No,0,0,0,1,0,0,0,0,1,32,0,2,1,0,1,0
5452,Yes,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,0
5454,No,0,0,0,1,0,0,0,0,0,60,1,2,1,0,1,0
5460,No,0,0,0,1,0,0,0,0,2,41,1,3,1,0,0,0
5463,No,0,0,0,1,0,1,0,0,2,41,1,3,1,0,0,1
5469,Yes,0,0,0,1,0,1,0,0,3,71,0,5,1,0,0,0
5473,No,0,0,1,0,0,0,0,1,0,42,0,1,1,1,0,0
5479,Yes,0,0,0,1,0,1,0,0,1,48,0,1,1,1,0,1
5494,Yes,0,0,0,0,0,0,0,0,2,66,0,3,1,0,0,0
5500,No,1,0,0,0,0,0,0,0,1,64,0,2,1,0,0,0
5511,No,0,1,0,0,0,0,0,0,1,45,1,2,0,0,1,0
5518,Yes,0,0,1,0,0,0,1,0,2,58,1,3,1,0,0,0
5520,Yes,0,0,1,0,0,0,0,0,2,46,0,3,1,0,0,1
5525,Yes,0,0,0,0,0,0,0,0,3,66,1,4,0,0,0,1
5526,Yes,0,1,0,0,0,0,0,0,1,54,1,3,1,0,0,0
5528,Yes,0,0,1,0,0,0,0,1,1,34,1,3,1,1,0,1
5532,No,0,0,0,1,0,0,0,0,2,52,0,3,0,0,1,0
5533,Yes,1,0,0,0,0,0,1,0,2,52,1,3,1,0,0,0
5541,Yes,0,0,1,0,1,0,0,0,3,50,0,3,1,0,0,0
5547,No,0,0,1,0,0,0,0,0,3,54,0,4,1,0,0,1
5554,No,0,0,1,0,1,0,0,0,2,40,0,5,1,1,0,1
5556,No,0,0,1,0,1,0,0,0,1,64,1,5,1,1,0,0
5560,Yes,0,0,1,0,0,1,1,0,2,44,1,3,0,0,0,1
5568,No,0,0,0,1,0,0,0,0,2,52,0,2,1,0,1,0
5576,No,0,0,0,1,0,0,0,0,3,46,0,5,1,0,0,0
5579,Yes,0,0,1,0,0,0,1,0,2,42,0,3,0,0,0,1
5630,Yes,0,0,1,0,0,0,0,1,2,70,1,3,1,1,0,0
5661,Yes,0,0,1,0,0,1,1,0,1,32,1,3,1,1,0,1
5665,Yes,0,0,1,0,0,0,0,0,2,47,0,5,1,0,0,0
5666,Yes,0,1,0,0,0,1,0,1,2,69,1,3,1,0,0,1
5670,Yes,0,0,0,1,0,0,0,0,3,60,1,4,1,1,0,1
5677,Yes,0,0,0,0,0,0,0,0,0,56,0,1,1,0,1,0
5698,Yes,1,0,0,0,0,0,0,0,1,57,0,3,1,0,1,0
5703,No,0,0,0,0,0,0,0,0,1,55,0,2,1,0,0,0
5717,No,0,1,0,0,0,0,0,0,1,53,1,1,0,0,1,0
5719,No,0,0,0,0,0,0,0,0,2,36,0,4,1,1,0,1
5726,Yes,0,0,1,0,0,1,0,0,1,51,0,2,0,0,0,0
5741,No,0,0,1,0,0,0,0,0,2,33,0,3,0,1,0,0
5744,No,0,0,1,0,0,1,0,0,2,34,0,3,1,0,0,1
5753,Yes,0,0,0,1,0,1,0,0,1,52,0,1,1,0,1,0
5767,Yes,0,0,0,1,0,0,0,0,2,51,0,3,1,1,0,1
5789,Yes,0,0,1,0,1,0,0,0,1,58,0,3,1,0,0,1
5793,Yes,1,0,0,0,0,0,0,0,3,55,0,4,1,0,0,0
5798,No,0,0,0,1,1,0,0,0,3,70,1,4,1,0,0,0
5805,No,0,0,1,0,0,0,0,0,2,64,1,3,1,0,0,0
5806,No,0,0,1,0,0,1,0,0,3,26,0,2,0,0,1,0
5809,Yes,0,0,1,0,1,0,0,0,3,73,1,4,1,1,0,1
5834,No,0,0,0,1,0,0,0,0,2,27,0,3,1,0,0,0
5841,No,0,0,1,0,0,0,1,0,2,70,0,4,1,0,0,0
5849,No,0,0,0,1,0,0,0,1,2,56,1,4,1,1,0,1
5862,Yes,0,0,1,0,0,0,0,0,1,70,0,2,1,0,1,0
5863,Yes,0,0,1,0,0,0,0,0,1,28,1,4,1,0,0,1
5870,Yes,0,0,1,0,0,1,0,1,2,55,0,3,1,0,0,1
5871,Yes,0,0,1,0,0,0,0,0,1,55,1,2,1,0,0,0
5876,No,0,0,0,0,0,1,0,1,4,44,0,3,0,0,0,0
5878,No,0,1,0,0,0,0,0,0,1,66,1,2,1,0,0,0
5879,No,0,0,0,1,0,1,0,1,2,53,1,1,0,0,1,0
5883,Yes,0,0,1,0,0,0,0,0,1,54,1,3,1,0,1,0
5886,Yes,0,0,0,1,0,1,0,0,1,43,0,3,1,0,0,0
5887,No,1,0,0,0,0,0,0,0,2,67,0,3,1,0,0,0
5892,No,0,0,0,1,1,0,0,1,2,39,1,4,1,1,0,0
5894,Yes,0,0,0,0,1,0,1,0,1,45,0,3,0,0,0,0
5895,Yes,0,0,1,0,0,0,1,0,2,59,1,3,1,1,0,1
5904,Yes,0,0,0,1,0,0,0,0,3,63,0,2,1,0,0,0
5906,No,0,0,1,0,0,0,0,0,2,43,0,2,0,0,0,1
5909,Yes,0,0,1,0,0,0,0,0,1,43,1,3,1,0,0,1
5925,Yes,0,0,1,0,0,0,0,0,2,53,0,5,1,1,0,1
5949,No,0,1,0,0,0,0,0,0,1,60,1,3,1,0,0,0
5955,No,0,0,0,1,1,0,1,0,3,30,0,2,0,0,0,0
5970,No,0,0,1,0,0,0,0,0,2,26,0,2,1,1,0,0
5972,No,0,1,0,0,0,1,0,0,2,57,0,2,1,0,0,0
5977,Yes,0,0,1,0,1,0,1,0,2,40,0,3,1,1,0,1
5982,Yes,0,0,0,0,0,0,0,1,2,47,0,4,1,1,0,1
5989,No,0,0,0,0,0,0,0,0,2,39,0,1,1,0,1,0
6000,No,0,0,0,1,0,0,0,1,4,22,0,4,1,0,0,1
6001,No,0,0,1,0,0,0,0,0,1,44,0,4,1,1,0,0
6008,Yes,0,0,0,1,0,1,0,1,3,26,1,3,0,0,0,0
6014,No,0,1,0,0,0,0,0,0,1,58,1,3,1,1,0,1
6016,Yes,0,0,0,1,1,0,0,0,2,42,1,3,1,0,0,1
6020,Yes,0,0,1,0,0,0,0,0,1,48,0,3,0,0,0,0
6025,Yes,0,0,1,0,1,0,0,0,1,52,0,2,1,0,0,1
6030,Yes,0,0,0,1,1,0,1,0,2,30,0,3,1,1,0,0
6031,Yes,0,0,1,0,1,0,0,0,2,24,0,3,1,0,0,1
6034,No,0,0,0,1,0,0,1,0,1,56,1,3,1,0,1,0
6036,No,0,0,1,0,0,0,1,0,2,48,0,4,1,1,0,1
6039,No,0,0,1,0,0,0,0,1,2,50,0,5,1,1,0,1
6043,Yes,0,0,1,0,0,0,0,0,2,60,0,4,1,1,0,0
6048,No,0,0,0,1,0,1,0,0,1,50,0,3,1,0,0,0
6054,Yes,0,0,0,0,0,1,0,1,1,68,0,3,1,0,1,0
6056,No,0,0,0,1,1,0,0,1,1,33,0,2,1,0,0,0
6057,No,0,0,0,0,0,0,0,0,2,71,1,2,1,0,1,0
6059,Yes,0,0,1,0,0,0,1,0,2,42,1,2,1,0,0,1
6064,Yes,0,0,0,0,1,0,0,0,1,35,0,1,0,0,0,0
6067,No,0,0,0,1,0,1,1,0,3,23,0,3,0,0,0,0
6080,No,1,0,0,0,0,0,0,1,1,48,0,2,0,0,0,0
6090,Yes,0,0,1,0,1,0,0,0,4,48,0,2,1,0,0,1
6092,No,0,0,0,1,0,0,0,0,3,61,1,4,1,0,0,0
6095,No,0,0,0,1,0,0,0,0,2,50,0,5,1,0,0,1
6107,Yes,1,0,0,0,0,0,0,0,4,46,0,4,1,0,0,1
6113,No,0,0,1,0,0,0,0,1,1,23,0,3,1,0,1,0
6116,No,0,0,1,0,1,0,1,0,2,67,1,3,1,1,0,1
6122,Yes,0,0,1,0,0,0,0,0,1,38,0,2,1,1,0,0
6124,No,0,0,0,1,0,1,0,0,1,60,0,2,1,0,0,0
6130,No,0,0,1,0,1,0,0,1,1,42,1,1,1,0,0,0
6143,No,1,0,0,0,0,0,0,0,1,37,0,1,1,0,0,0
6153,No,0,0,0,1,0,0,0,0,2,61,0,2,1,0,0,1
6155,No,0,0,0,1,0,0,0,0,1,59,1,2,1,1,0,0
6170,Yes,0,0,1,0,0,0,1,0,4,45,0,4,1,0,0,1
6178,Yes,0,0,0,1,0,0,0,0,2,45,1,3,1,0,0,1
6188,No,0,0,1,0,0,0,0,0,2,34,1,2,1,1,1,0
6212,Yes,0,0,1,0,0,1,0,0,3,46,0,3,1,0,0,1
6219,Yes,1,0,0,0,0,1,0,0,1,61,0,0,1,0,1,0
6221,No,0,0,0,1,0,1,0,1,2,35,0,4,1,0,0,0
6246,No,0,0,1,0,0,0,0,1,1,58,0,3,1,1,0,0
6248,No,0,0,1,0,0,0,0,0,4,53,0,4,1,0,0,1
6257,No,1,0,0,0,0,0,0,0,1,75,0,2,1,1,1,0
6260,No,0,0,0,1,0,0,0,0,3,67,0,3,1,0,0,0
6286,Yes,0,0,0,0,0,0,0,0,2,60,0,3,1,1,0,0
6288,No,0,0,1,0,1,0,0,0,2,45,0,4,1,0,0,1
6293,No,0,0,0,0,1,0,1,0,2,38,0,3,1,0,0,0
6318,No,1,0,0,0,0,1,0,1,1,69,1,3,1,1,0,0
6319,No,1,0,0,0,0,0,0,0,1,60,0,4,1,0,0,0
6326,No,0,0,1,0,0,0,0,0,3,28,1,2,1,1,0,1
6338,No,0,0,0,1,0,1,0,0,2,61,0,4,1,1,0,0
6344,Yes,0,0,0,1,0,0,0,0,1,63,1,2,1,0,0,0
6348,No,0,0,1,0,0,0,1,0,2,46,0,3,0,1,0,1
6351,Yes,0,0,1,0,1,0,0,0,2,51,0,2,1,0,0,1
6354,Yes,0,0,0,1,0,0,0,0,2,32,0,4,0,0,1,0
6361,Yes,0,0,1,0,1,0,1,0,1,41,0,5,1,0,0,0
6362,No,0,0,0,1,1,0,1,0,2,25,1,4,1,0,0,0
6365,Yes,0,1,0,0,0,0,0,1,1,59,1,3,1,0,0,0
6376,No,1,0,0,0,1,0,0,1,1,63,0,0,1,0,1,0
6379,No,0,0,0,1,1,0,1,0,3,59,0,3,1,0,0,1
6384,No,0,0,0,1,0,1,0,1,4,22,0,4,1,0,0,1
6400,No,0,0,1,0,0,0,0,0,3,30,1,1,0,0,0,1
6401,No,0,0,0,1,0,1,0,1,3,52,0,3,1,0,0,0
6409,No,0,0,0,1,1,0,0,0,1,36,1,2,1,0,1,0
6417,Yes,0,0,1,0,1,0,1,0,2,34,0,3,1,0,0,0
6429,Yes,0,0,1,0,1,0,1,0,2,36,0,2,1,1,0,1
6432,No,0,0,0,1,0,0,0,0,3,57,0,4,1,0,0,1
6435,No,0,0,0,1,0,0,0,0,1,22,0,3,0,0,0,0
6437,Yes,0,0,1,0,1,0,1,0,2,45,0,4,1,0,0,1
6447,Yes,0,0,0,0,0,0,0,0,1,53,1,4,1,0,0,0
6450,Yes,0,0,1,0,0,0,0,0,2,43,0,4,1,1,0,1
6453,No,1,0,0,0,1,0,0,1,2,34,0,2,1,0,0,0
6456,No,0,0,0,0,0,0,0,0,4,22,1,4,0,0,1,0
6461,Yes,0,0,0,0,0,0,0,0,0,18,1,2,1,0,1,0
6466,No,0,1,0,0,0,0,0,0,2,59,0,4,1,0,1,0
6467,No,0,0,0,0,0,0,0,0,1,65,0,2,1,0,1,0
6490,No,0,0,0,1,0,1,0,1,2,59,0,3,1,0,1,0
6491,Yes,0,0,0,1,0,0,0,1,2,22,0,3,1,0,0,0
6495,Yes,0,0,1,0,1,0,0,0,1,51,1,3,0,0,1,0
6507,No,1,0,0,0,0,1,0,1,1,52,1,3,0,0,0,0
6513,Yes,0,0,0,0,0,0,0,0,1,31,1,3,1,0,1,0
6514,No,0,0,1,0,1,0,0,1,1,55,0,4,1,1,0,0
6521,Yes,0,0,1,0,0,0,1,0,3,48,1,3,1,0,0,1
6523,No,0,0,0,0,0,1,1,0,2,65,0,3,1,1,0,0
6524,No,0,0,0,1,0,0,0,0,3,29,0,3,1,0,1,0
6532,No,0,0,0,1,1,0,1,0,2,20,0,3,1,0,1,0
6534,Yes,0,0,1,0,1,0,0,1,1,30,1,1,1,0,0,1
6539,Yes,0,0,0,1,0,1,0,0,2,51,0,3,1,0,0,0
6543,No,0,0,0,1,1,0,1,0,2,41,1,4,1,0,0,0
6544,No,0,0,1,0,0,0,0,1,2,82,0,4,1,0,0,0
6560,Yes,0,0,0,1,0,0,0,0,3,50,1,4,1,0,0,1
6562,No,0,0,0,1,1,0,1,0,2,46,0,3,1,1,1,0
6597,Yes,0,0,1,0,1,0,1,0,1,26,0,5,1,0,0,0
6611,Yes,0,0,0,0,1,0,0,0,3,34,0,3,1,0,0,1
6642,Yes,0,0,0,1,0,0,0,0,1,77,1,2,1,1,0,0
6643,No,0,0,0,1,0,0,0,0,0,59,1,1,1,0,0,1
6648,No,0,0,0,1,1,0,0,0,1,66,1,0,1,0,1,0
6649,No,0,0,0,0,0,1,0,0,1,48,0,3,1,0,1,0
6651,Yes,0,0,0,0,0,1,0,0,2,34,0,4,1,0,0,1
6655,Yes,0,0,1,0,0,1,0,1,0,26,0,4,0,0,1,0
6670,Yes,0,0,1,0,0,0,1,0,2,51,1,3,1,0,0,1
6681,No,1,0,0,0,0,0,0,0,2,73,1,5,1,1,0,1
6685,No,0,0,0,1,0,1,0,1,3,55,0,4,0,0,0,1
6701,No,0,0,0,1,0,0,0,0,2,62,0,3,1,0,0,0
6719,No,0,0,1,0,0,0,0,0,1,70,1,5,1,1,0,1
6732,No,0,0,0,1,0,1,0,1,2,80,1,3,1,0,0,0
6744,Yes,0,0,1,0,0,0,1,0,2,43,0,2,1,0,0,0
6754,No,0,0,0,1,0,0,0,0,1,61,0,3,1,0,1,0
6760,Yes,0,0,1,0,0,0,0,0,1,29,1,1,1,0,0,1
6763,Yes,1,0,0,0,1,0,0,0,2,27,0,3,1,0,0,0
6789,Yes,0,0,1,0,1,0,1,0,3,34,0,3,1,0,1,0
6794,Yes,0,0,0,1,0,0,0,0,3,33,0,5,1,0,0,1
6800,No,0,0,1,0,1,0,0,0,3,34,0,3,1,0,0,0
6811,Yes,0,1,0,0,1,0,0,1,2,34,1,4,1,1,0,0
6817,No,0,0,0,1,0,0,0,0,1,75,0,2,1,1,0,0
6818,No,0,0,0,1,0,0,0,0,3,73,0,3,1,0,0,0
6828,No,0,0,1,0,0,1,0,1,4,52,0,4,1,1,0,1
6830,Yes,0,0,1,0,0,0,0,1,3,31,0,4,1,0,0,0
6840,Yes,0,0,1,0,0,1,0,0,3,49,0,4,1,0,0,1
6846,Yes,0,0,1,0,0,1,1,0,2,49,1,5,1,1,0,1
6856,No,0,0,0,1,1,0,0,0,2,30,0,2,1,0,0,0
6877,Yes,0,0,1,0,0,0,0,0,4,63,0,5,1,1,0,1
6885,Yes,0,0,1,0,0,0,0,0,2,71,0,3,1,0,0,0
6900,No,0,0,1,0,0,0,0,0,2,51,0,3,1,0,0,0
6906,Yes,0,0,0,0,0,0,0,0,2,78,1,3,1,0,0,0
6907,No,0,0,0,1,0,1,0,1,2,69,0,3,1,0,0,0
6909,Yes,0,0,1,0,0,1,0,1,2,71,1,3,1,0,0,0
6915,Yes,0,0,0,0,0,0,0,0,2,75,0,4,0,1,0,1
6930,Yes,0,0,1,0,0,0,0,0,2,39,1,1,1,0,0,0
6932,No,0,0,0,1,0,1,0,1,1,59,1,2,1,1,0,0
6943,Yes,0,0,1,0,1,0,1,0,3,42,0,4,0,1,0,0
6944,Yes,0,0,1,0,0,1,0,0,2,49,0,2,1,1,0,0
6946,No,0,0,0,0,0,1,0,1,0,72,0,1,1,0,1,0
6949,No,0,0,1,0,0,0,0,0,2,65,0,3,1,0,0,0
6971,Yes,0,0,0,1,0,0,0,0,2,30,0,4,1,1,0,0
6974,Yes,0,0,1,0,0,0,0,0,2,51,1,4,1,1,0,1
6977,Yes,0,0,0,0,0,0,0,0,1,27,1,2,0,0,0,0
6984,No,0,0,0,1,0,0,0,0,2,35,1,2,0,1,0,0
6987,No,0,0,0,1,0,1,0,0,2,43,0,3,1,1,0,0
6993,No,0,0,1,0,0,0,0,0,2,58,0,3,1,0,0,0
6994,No,0,0,0,1,1,0,1,0,3,41,1,5,0,0,0,0
7002,Yes,0,0,1,0,0,0,0,1,1,30,0,1,1,0,0,0
7007,Yes,0,0,1,0,0,0,1,0,1,36,0,2,1,1,0,0
7020,Yes,0,0,0,1,1,0,0,1,2,61,0,3,1,1,0,1
7037,Yes,0,0,1,0,0,0,0,0,1,52,0,2,1,1,0,0
7038,Yes,0,0,1,0,0,0,0,0,2,45,0,3,1,1,0,0
7060,No,0,0,1,0,0,0,0,0,2,34,0,3,1,0,0,0
7093,No,1,0,0,0,0,0,1,0,4,25,0,4,1,0,0,0
7094,Yes,0,0,1,0,1,0,1,0,2,59,1,3,1,0,0,0
7103,Yes,0,0,1,0,0,0,0,0,0,51,0,2,1,1,0,0
7113,Yes,0,0,1,0,0,0,0,0,1,36,1,1,0,1,0,0
7114,No,0,0,1,0,1,0,0,0,2,64,1,3,1,1,0,1
7116,Yes,0,0,0,0,0,0,0,0,3,43,0,4,1,0,0,1
7120,Yes,0,0,0,1,1,0,0,1,1,39,0,4,0,1,0,0
7128,No,0,0,1,0,0,0,0,0,2,58,0,5,1,0,0,0
7136,Yes,0,0,0,1,1,0,0,0,2,32,0,4,1,1,0,1
7155,Yes,0,0,1,0,0,1,0,1,1,39,1,3,0,0,0,0
7165,No,0,0,0,0,0,0,0,0,1,62,0,2,1,0,1,0
7174,Yes,0,0,1,0,0,1,0,1,1,64,0,3,1,0,0,1
7176,No,0,0,0,1,0,0,0,0,2,58,0,3,1,0,0,1
7178,Yes,0,0,1,0,1,0,1,0,3,58,1,4,1,0,0,0
7182,Yes,0,0,1,0,0,0,0,0,2,68,1,4,1,0,0,1
7208,Yes,0,0,1,0,0,1,1,0,2,34,1,3,1,0,0,0
7220,No,0,0,1,0,0,1,0,0,1,26,0,2,1,0,0,0
7224,Yes,0,0,0,0,0,0,0,0,2,55,0,2,1,0,0,0
7225,Yes,0,0,1,0,0,0,0,0,2,30,0,3,1,1,0,0
