These questions are asked in the wave 1 of the survey,,,,,,,,resp_id,weight,empl_pre_harm,jobcat_pre_harm,worker_now,student,wfh_pre,wfh_pre_freq,bzvm_pre,workload,wfh_now,wfh_now_days,bzvm_now,prod_change,prod_decr_reason_1,prod_decr_reason_4,prod_decr_reason_5,prod_decr_reason_6,prod_decr_reason_7,prod_decr_reason_9,prod_incr_reason_1,prod_incr_reason_2,prod_incr_reason_3,prod_incr_reason_9_w1b,prod_incr_reason_12_w1b,hhveh_harm,age,gender,bedrooms,hispanic,White/Caucasian,Black/African American,Asian,educ,hhsize,hhincome,income_change,The next questions are asked in the wave 2 of the survey from the same people,,,,,,,,,,,,,wfh_now,wfh_now_days,prod_change,wfh_expect,wfh_freq_exp_w1b,bzvm_exp,enjoy_change_mc_4,enjoy_change_mc_6,enjoy_change_mc_10,enjoy_change_mc_11,enjoy_change_mc_12,enjoy_change_mc_13,negative_impact_4,negative_impact_5,negative_impact_11,
,,,,,,,,3431,0.16984026,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,62,Female,3,No,White/Caucasian,Not selected,Not selected,Some college or technical school,2,"$50,000 to $74,999",It has gone down somewhat,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,Not selected,Not selected,Spending less money,A slower pace of life,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,3432,1.558674927,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,3,65,Female,3,No,White/Caucasian,Not selected,Not selected,Completed high school or GED,2,"$35,000 to $49,999",It has gone down somewhat,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,3440,0.147885102,Employed full time,"Professional, managerial, or technical",yes,No,No,Question not displayed to respondent,A few times/year,"No, it has stayed about the same",Yes,5,2,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,57,Female,3,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),2,"$50,000 to $74,999",It has stayed about the same,,,,,,,,,,,,,,Yes,5,Somewhat higher,Yes,A few times/week,A few times/week,Commuting less,Taking more walks,Not selected,Not selected,Not selected,Not selected,Not selected,Travel restrictions and cancelled vacations,Not selected,
,,,,,,,,3441,1.212844541,Employed full time,Sales or service,yes,No,No,Question not displayed to respondent,Never,"No, it has stayed about the same",No,,0,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,0,46,Male,2,No,Not selected,Black/African American,Not selected,Some college or technical school,1,"$10,000 to $14,999",It has stayed about the same,,,,,,,,,,,,,,No,,About the same,No,Question not displayed to respondent,Never,Not selected,Not selected,Spending more time with family,Not selected,Spending less money,Not selected,Not selected,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,3445,2.91252668,Employed full time,"Professional, managerial, or technical",yes,No,No,Question not displayed to respondent,Never,"Yes, it has somewhat increased",No,,7,Increased somewhat,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,63,Female,2,No,White/Caucasian,Not selected,Not selected,Completed high school or GED,2,"$35,000 to $49,999",It has stayed about the same,,,,,,,,,,,,,,No,,About the same,No,Question not displayed to respondent,Never,Not selected,Not selected,Spending more time with family,Not selected,Spending less money,Not selected,Not selected,Not selected,Not selected,
,,,,,,,,3448,0.300707018,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,64,Male,1,No,White/Caucasian,Not selected,Not selected,Some college or technical school,1,"$15,000 to $24,999",It has gone up somewhat,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,
,,,,,,,,3449,0.449591211,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,67,Female,3,No,Not selected,Black/African American,Not selected,Bachelor's degree(s) or some graduate school,3,"$100,000 to $124,999",It has gone up somewhat,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,Spending more time with family,Not selected,Not selected,Not selected,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,3450,0.15937809,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,61,Female,3,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),2,"$50,000 to $74,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,Spending more time with family,Not selected,Spending less money,Not selected,Restricted socialization,Travel restrictions and cancelled vacations,Not selected,
,,,,,,,,3451,0.146449076,Employed part time,Sales or service,yes,No,Yes,A few times/week,Never,"No, it has stayed about the same",Yes,4,1,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,64,Female,2,No,White/Caucasian,Not selected,Not selected,Some college or technical school,1,"$15,000 to $24,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,
,,,,,,,,3452,0.04797851,Employed full time,Something else,yes,No,No,Question not displayed to respondent,Every day,"No, it has stayed about the same",Yes,2,4,Increased somewhat,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Less distractions at home,More comfortable workspace at home,No commuting time,Not selected,Not selected,2,60,Male,3,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,3,"$75,000 to $99,999",It has stayed about the same,,,,,,,,,,,,,,Yes,3,Somewhat higher,Yes,A few times/week,A few times/month,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,Not selected,
,,,,,,,,3453,3.082436709,Employed full time,Sales or service,yes,No,No,Question not displayed to respondent,A few times/year,"Yes, it has somewhat decreased",No,,1,Increased somewhat,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,68,Male,3,No,White/Caucasian,Not selected,Not selected,Completed high school or GED,2,"$50,000 to $74,999",It has gone down somewhat,,,,,,,,,,,,,,No,,About the same,No,Question not displayed to respondent,A few times/year,Not selected,Taking more walks,Spending more time with family,Not selected,Not selected,Not selected,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,3454,0.932799979,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,65,Female,2,No,White/Caucasian,Not selected,Not selected,Completed high school or GED,2,"$35,000 to $49,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,Not selected,Not selected,Spending less money,A slower pace of life,Restricted socialization,Not selected,Not selected,
,,,,,,,,3455,3.198950792,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,42,Male,4,No,White/Caucasian,Not selected,Not selected,Completed high school or GED,5,"$75,000 to $99,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Taking more walks,Spending more time with family,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,
,,,,,,,,3456,0.121792382,Employed full time,Sales or service,yes,No,Yes,Every day,A few times/week,"No, it has stayed about the same",Yes,7,1,Increased significantly,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,Not selected,Not selected,Not selected,1,40,Female,2,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,2,"$35,000 to $49,999",It has stayed about the same,,,,,,,,,,,,,,Yes,5,Somewhat higher,Yes,Every day,Every day,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Restricted socialization,Not selected,Not selected,
,,,,,,,,3459,0.522203454,Employed part time,Sales or service,yes,No,No,Question not displayed to respondent,A few times/year,"No, it has stayed about the same",No,,0,Increased somewhat,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,61,Male,1,No,White/Caucasian,Not selected,Not selected,Some college or technical school,1,"$10,000 to $14,999",It has gone up somewhat,,,,,,,,,,,,,,No,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,
,,,,,,,,3462,0.247492761,Employed part time,Sales or service,no,No,No,Question not displayed to respondent,A few times/year,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,69,Female,3,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,2,"$125,000 to $149,999",It has gone down somewhat,,,,,,,,,,,,,,No,,Somewhat lower,No,Question not displayed to respondent,Never,Not selected,Not selected,Not selected,Not selected,Spending less money,Not selected,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,3464,0.61701874,Employed full time,Sales or service,yes,No,No,Question not displayed to respondent,Never,"No, it has stayed about the same",No,,0,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,36,Female,4,No,Not selected,Not selected,Not selected,Some college or technical school,6,"$75,000 to $99,999",It has stayed about the same,,,,,,,,,,,,,,No,,In some ways it is higher and in other ways it is lower,No,Question not displayed to respondent,Never,Not selected,Not selected,Not selected,Cooking at home more often,Not selected,Not selected,Not selected,Not selected,Not selected,
,,,,,,,,3467,2.144004799,Employed full time,Something else,yes,No,No,Question not displayed to respondent,A few times/month,"No, it has stayed about the same",Yes,3,3,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,65,Male,1,No,White/Caucasian,Not selected,Not selected,Completed high school or GED,1,"$15,000 to $24,999",It has gone down a lot,,,,,,,,,,,,,,Yes,2,About the same,No,Question not displayed to respondent,A few times/year,Commuting less,Taking more walks,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,
,,,,,,,,3471,2.743449074,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,72,Male,2,No,White/Caucasian,Not selected,Not selected,Completed high school or GED,2,"$50,000 to $74,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Taking more walks,Spending more time with family,Not selected,Spending less money,Not selected,Restricted socialization,Travel restrictions and cancelled vacations,Not selected,
,,,,,,,,3474,1.268015499,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,3,51,Female,2,No,White/Caucasian,Not selected,Not selected,Some college or technical school,1,"$75,000 to $99,999",It has gone up somewhat,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Taking more walks,Spending more time with family,Not selected,Not selected,Not selected,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,3475,0.313408341,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,51,Female,3,No,White/Caucasian,Not selected,Not selected,Some college or technical school,2,"$35,000 to $49,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Taking more walks,Not selected,Cooking at home more often,Not selected,A slower pace of life,Restricted socialization,Not selected,Not selected,
,,,,,,,,3479,0.554628056,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,66,Female,2,No,White/Caucasian,Not selected,Not selected,Completed high school or GED,2,"$50,000 to $74,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Restricted socialization,Not selected,Not selected,
,,,,,,,,3480,1.261669356,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,75,Male,4,No,White/Caucasian,Not selected,Not selected,Some college or technical school,3,"$35,000 to $49,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Restricted socialization,Not selected,Not selected,
,,,,,,,,3482,2.375726132,Employed full time,Something else,yes,No,Yes,Every day,A few times/month,"Yes, it has somewhat decreased",Yes,5,4,Decreased somewhat,Not selected,Not selected,Difficult to communicate with co-workers,Not selected,Not selected,Not selected,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,3,55,Male,3,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,2,"$150,000 to $199,999",It has gone down somewhat,,,,,,,,,,,,,,Yes,7,Somewhat lower,Yes,Every day,A few times/month,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Restricted socialization,Travel restrictions and cancelled vacations,Not selected,
,,,,,,,,3483,0.118890012,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,2,73,Female,4,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,2,"$50,000 to $74,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,Not selected,Not selected,Not selected,A slower pace of life,Not selected,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,3485,0.102770282,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,52,Female,4,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,3,"$50,000 to $74,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,3491,0.062447044,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,67,Female,3,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),2,"$25,000 to $34,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Not selected,Not selected,Not selected,Not selected,A slower pace of life,Not selected,Not selected,Not selected,
,,,,,,,,3499,0.179211148,Employed part time,Sales or service,yes,No,No,Question not displayed to respondent,A few times/year,"Yes, it has substantially increased",No,,0,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,50,Female,1,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,2,"$50,000 to $74,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,No,Question not displayed to respondent,Never,Not selected,Taking more walks,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,3502,0.343851003,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,79,Male,4,No,Not selected,Black/African American,Not selected,Bachelor's degree(s) or some graduate school,1,"$50,000 to $74,999",It has gone down somewhat,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,
,,,,,,,,3504,0.087350532,Employed part time,Sales or service,yes,"Yes, Part-time",Yes,Once/week,A few times/week,"Yes, it has somewhat decreased",Yes,2,2,In some ways it has increased and in other ways it has decreased,Childcare,Not selected,Not selected,Not selected,Lack of comfortable workspace,There are too many concerns on my mind to be able to focus fully on work,Less distractions at home,Not selected,Not selected,Not selected,Not selected,1,31,Female,2,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,3,"$25,000 to $34,999",It has gone down somewhat,,,,,,,,,,,,,,Yes,4,Somewhat lower,No,Question not displayed to respondent,A few times/month,Not selected,Not selected,Spending more time with family,Cooking at home more often,Not selected,Not selected,Restricted socialization,Not selected,Not selected,
,,,,,,,,3506,0.741478063,Employed full time,Sales or service,yes,No,No,Question not displayed to respondent,Never,"No, it has stayed about the same",Yes,5,0,Increased significantly,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Less distractions at home,Not selected,Not selected,Not selected,Not selected,2,58,Female,3,No,White/Caucasian,Not selected,Not selected,Some college or technical school,2,"$75,000 to $99,999",It has stayed about the same,,,,,,,,,,,,,,Yes,4,Somewhat higher,Yes,A few times/week,A few times/month,Not selected,Not selected,Not selected,Cooking at home more often,Not selected,Not selected,Restricted socialization,Travel restrictions and cancelled vacations,Not selected,
,,,,,,,,3507,0.07850917,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,1,74,Female,1,No,White/Caucasian,Not selected,Not selected,Some college or technical school,1,"$15,000 to $24,999",It has gone down somewhat,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Taking more walks,Not selected,Not selected,Not selected,Not selected,Restricted socialization,Not selected,Not selected,
,,,,,,,,3508,0.300466674,Not employed,Question not displayed to respondent,no,No,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,0,70,Female,1,No,White/Caucasian,Not selected,Not selected,Some college or technical school,1,"$15,000 to $24,999",It has stayed about the same,,,,,,,,,,,,,,Question not displayed to respondent,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Not selected,Taking more walks,Not selected,Not selected,Not selected,Not selected,Restricted socialization,Not selected,Not selected,
